text,is_drug_related,原始关键词,最终合并关键词,keywords,main_type
售 出口 烟纸 烟具 黑卡 极致 活动 已 开启 折限 烟纸 具送 小 烟斗 折 截止 于 送 中级 礼包 成交 金额 超过 折送 高级 礼包 下单 即 送 联通 流量 卡 这次 血妈 亏本 也 与 飞行员 同乐,1,黑卡,黑卡,黑卡,管制麻精药品
售 成年 玩具,0,,,,非涉毒
受体 失调,0,,,,非涉毒
受 专业人士 的 系统化 培训 让 自己 成为 更好 的 男人,0,,,,非涉毒
首先 我要 检讨 自己 作为 一名 老 党员 在 以身作则 严格 律己 方面 做 得 很 不够 可以 讲 远远不够 甚至 微不足道,0,,,,非涉毒
首先 我要 检讨 自己 作为 一名 老 党员 在 以身作则 严格 律己 方面 做 得 很 不够 可以 讲 远远不够 甚至 讲 微不足道,0,,,,非涉毒
首先 被 门口 的 大头 兵 打 半死不活,0,,,,非涉毒
守护 最好 的 坤 坤,0,,,,非涉毒
手镯 是 啥,0,,,,非涉毒
手镯 的 威力,0,,,,非涉毒
手丝烟熏 批发 零售 可担保 可验证 顺丰 发货,1,手丝烟熏,烟丝,手丝烟熏,大麻类
手上 柠檬 猪肉 烟油 钻石 的 量 不够 判刑 非法 持有,1,烟油,烟油,烟油,大麻类
手慢 无 了 问 都 没 问 听 群里 人 讲 已经 沽清 了,0,,,,非涉毒
手机号码 加 起来 谁 的 大 谁 先 收货 然后 转发给 第二 大 的,0,,,,非涉毒
手 十级 残废,0,,,,非涉毒
收票 欢迎 骗子 来 唠嗑,0,,,,非涉毒
收买人心 不愧 是 大 毒枭,0,,,,非涉毒
收量 三网 可发 无起发 起充 限制 需要 老爸 来聊 不停量,0,,,,非涉毒
收量 三网 可发 无 起充 限制 需要 的 老爸 来聊 不停量,0,,,,非涉毒
收件箱 我 从 英国 杂草 包装 得很 隐蔽 邮 过来 基本 没 问题 质量 也 不错,1,杂草,草,杂草,大麻类
收购 麻布 烟 阿拉伯 茶,1,麻布,叶子,麻布,大麻类
收购 麻布 烟 阿拉伯 茶,1,阿拉伯茶,草,阿拉伯茶,大麻类
收个 快递 都 要 判刑 的话 那 陷害 仇家 给 他 买 女童子军饼干 寄去 不 就 得 了,0,,,,非涉毒
收到 泰王 的 柠檬 了 两周 后 再试,1,柠檬,柠檬,柠檬,大麻类
收到 泰王 的 柠檬 跟 油 了 进口 等级 国产 价位,1,油,油,油,大麻类
收到 泰王 的 柠檬 跟 油 了 进口 等级 国产 价位,1,柠檬,柠檬,柠檬,大麻类
收到 群主 猪肉 谢谢,0,,,,非涉毒
收到 了 一起 飞 呀 这批 货 比 上次 的 好,0,,,,非涉毒
收到 就 好,0,,,,非涉毒
收到 过 群主 的 种子,0,种子,种子,种子,非涉毒
收到 的 消息 和 我 了解 的 信息 出入 太大 了,0,,,,非涉毒
收带 锁 私 骗子 别来 浪费 彼此 时间 了,0,,,,非涉毒
收草能 走 担保 的 来,1,草,草,草,大麻类
收草 最近 有 大 批 新货 到 了 质量 很 稳 你 要 多少 都 能 安排,1,草,草,草,大麻类
收藏 十个 品种 的,0,,,,非涉毒
收 邮票 新 批次 设计 简单 剂量 足 吸收 超 快 有 需要 赶紧 说,1,邮票,邮票,邮票,致幻剂类
收 一手 兼职 精准粉 老板 保证 质量,1,精准粉,粉,精准粉,可卡因类
收 叶子 和 邮票 这 两 样 都 有 现货 一起 拿 的话 价格 可以 再 优惠 一点,1,邮票,邮票,邮票,致幻剂类
收 叶子 和 邮票 这 两 样 都 有 现货 一起 拿 的话 价格 可以 再 优惠 一点,1,叶子,叶子,叶子,大麻类
收 叶子 的 一会 出 叶子 的 一会 又 去 种植 群当 新手 一会 又 说 在 深圳 要收,1,叶子,叶子,叶子,大麻类
收 台币 的 联系 有 台湾 虚拟 币 交易商 联系 我,0,,,,非涉毒
收 骗子 不用浪费 时间 了,0,,,,非涉毒
收 了 这些 进口 我来 当 你 最 忠诚 的 客户,0,,,,非涉毒
收 纯 植物 叶子 有的 我 骗子 请 绕道 别来 彼此 浪费 时间,1,叶子,叶子,叶子,大麻类
收 比特 币,0,,,,非涉毒
室友 说 现在 问 叶子 的 味道 都 想 吐,1,叶子,叶子,叶子,大麻类
室友 发小找 了 四个 月 硬是 找 不到 工作,0,,,,非涉毒
室内 周边 埋包 个 起 手里 有 粮食 心里 不 慌 感谢 平台,1,粮食,叶子,粮食,大麻类
室内 农 北京 埋包 起 电话 联系 挑战 一切 缉毒 废物 派出所 败类 无视 一切 钓鱼 侦查 手段,0,,,,非涉毒
室内 国产 叶子 进口,1,叶子,叶子,叶子,大麻类
室内 国产 进口 精品茶 叶 有实力 来,1,茶叶,叶子,茶叶,大麻类
室内 顶级 杂交 类型 国内 发货 品种 属性 成分 比例 含量 库存 数量 价格 单次 最少 出货,0,,,,非涉毒
适应 国外 生活,0,,,,非涉毒
适 长期 合作 担保 随便 找个 你 爹 你 妈来 担保 的 别私,0,,,,非涉毒
是因为 省心 开 了 年 没坏 过 又 省油 隔音,0,,,,非涉毒
是因为 你们 太 单纯 了,0,,,,非涉毒
是因为 大家 都 不敢 发声 所以 骗子 现在 都 越来越 有恃无恐 了 以前 任老久发 了 个 月 黄图 就 为了 骗 现在 人家 骗子 都 不屑于 跑 路 了,0,,,,非涉毒
是否 过检 最新 无痕 瑞典 都 化验 不 出 产品 介绍 瑞典 实验室 最新 产品 不仅 有 大家 喜欢 的 黄丝 成份 还 融入 了 去除 尿检 物质 的 夹竹桃 和 曼陀罗 成份 让 各位 能够 更加 详细 的 体会 时空 扭曲 和 灵魂 出窍,1,曼陀罗,蘑菇,曼陀罗,致幻剂类
是否 过检 最新 无痕 瑞典 都 化验 不 出 产品 介绍 瑞典 实验室 最新 产品 不仅 有 大家 喜欢 的 黄丝 成份 还 融入 了 去除 尿检 物质 的 夹竹桃 和 曼陀罗 成份 让 各位 能够 更加 详细 的 体会 时空 扭曲 和 灵魂 出窍,1,夹竹桃,蘑菇,夹竹桃,致幻剂类
是否 过检 最新 无痕 瑞典 都 化验 不 出 产品 介绍 瑞典 实验室 最新 产品 不仅 有 大家 喜欢 的 黄丝 成份 还 融入 了 去除 尿检 物质 的 夹竹桃 和 曼陀罗 成份 让 各位 能够 更加 详细 的 体会 时空 扭曲 和 灵魂 出窍,1,黄丝,邮票,黄丝,致幻剂类
是不是 之前 那个 傻 逼 二次元 头像,0,,,,非涉毒
是不是 有个 买 邮票 的 收到 种子,1,种子,种子,种子,大麻类
是不是 有个 买 邮票 的 收到 种子,1,邮票,邮票,邮票,致幻剂类
是不是 叶子 嘛 闻 着 那 味道 就 知道 绝对 是 正品 质量 很 稳,1,叶子,叶子,叶子,大麻类
是不是 完 了,0,,,,非涉毒
是不是 通报 户籍 了,0,,,,非涉毒
是不是 台湾 强力胶 那种 粘 性 超 强 一 用 就 全身 麻 效果 特别 猛,1,强力胶,烟油,强力胶,大麻类
是不是 你 就是 传说 中 的 名 侦探 那 你 能 不能 找 出来 有 哪些 人会 买 蛋糕,0,,,,非涉毒
是不是 卖 叶子 吊饰 的 那家 啊 好 耳熟,0,,,,非涉毒
是不是 可以 找 陪 飞,0,,,,非涉毒
是不是 可以 到 你 面前 在 你 怀里 跳得 帮 她 买 杯酒 就 可以,0,,,,非涉毒
是不是 对 睡眠 有 效果 但是 又 没有 比 大麻 有 效果,1,大麻,大麻,大麻,大麻类
是 做 不 做 得到 的 问题 是 生存 下去 的 问题 你 不 说 就是 业绩 上不来 是 明摆 的 是 要 吃饭 的,0,,,,非涉毒
是 最好 的 一种 麻汁,1,麻汁,叶子,麻汁,大麻类
是 族人 的 打招呼 方式,0,,,,非涉毒
是 主 成分 可能 有点 不同,0,,,,非涉毒
是 种菜 啊,0,,,,非涉毒
难 产品 洗发水 合 尿检 板 单项 测试 尿检 板 国内 现货 需要 购买 联系 主号 此 号 不复,0,,,,非涉毒
难道 不是 口 嗨 吗,0,,,,非涉毒
难道 是 我 前天 太 嗨 了,0,,,,非涉毒
难道 他 要 和 我 面交,0,,,,非涉毒
难道 我 不会 在 自己 的 群里 吗 我 不会 主动 私信 你们 买货 也 不会 用 微信 支付宝 这些 可以 直接 点 这 则 通知,0,,,,非涉毒
闹 了 给 他 听 贝多芬 乐曲 就 可以,0,,,,非涉毒
内 阴霾 进口 室外 黑莓,1,阴霾,叶子,阴霾,大麻类
内部 群 直播 心情 感受,0,,,,非涉毒
内地 有没有 进口 烟纸 原味 有机黑金 水果纸 雪茄皮 太顶 了,1,烟纸,烟纸,烟纸,大麻类
内地 有没有 进口 烟纸 原味 有机黑金 水果纸 雪茄皮 太顶 了,1,有机黑金,黑金,有机黑金,大麻类
内地 有没有 进口 烟纸 原味 有机黑金 水果纸 雪茄皮 太顶 了,1,水果纸,烟纸,水果纸,大麻类
内地 有没有 进口 烟纸 原味 有机黑金 水果纸 雪茄皮 太顶 了,1,雪茄皮,雪茄皮,雪茄皮,大麻类
能 不能 固化 啊 这个,0,,,,非涉毒
能 不能 寄 啊,0,,,,非涉毒
能 得到 蘑菇 和 顶 草 吗,1,蘑菇,蘑菇,蘑菇,致幻剂类
能 得到 蘑菇 和 顶 草 吗,1,顶草,草,顶草,大麻类
能 干旱 干 傻 了 不少 人 也 有 一堆 在 那边 买 鼠尾草 说 拿来 当 替代品 的 然后 又 在 哭哭啼啼,1,鼠尾草,鼠尾草,鼠尾草,致幻剂类
能 告诉 我 什么 地方 有 蒸发器 卖 吗,0,,,,非涉毒
能 吗 万一 遇到 同案 串供 不 信 可以 去 东莞 看守所 去 看看 啊,0,,,,非涉毒
能 埋包 的 私 我,0,,,,非涉毒
能 摸 一把 就 跑 吧 要 想 在 酒吧 玩一 晚上 要 不停 的 点 酒,0,,,,非涉毒
能 上头 的 应该 是 化学 烟丝 金玉其外 败絮其中,1,化学烟丝,叶子,化学烟丝,大麻类
能 送 叶子 的 滴滴 我 一下,1,叶子,叶子,叶子,大麻类
能 以为 他 的 频道 是 新闻联播 全国 人民 都 有 看,0,,,,非涉毒
能 因为 买家 群体 小 赚 的 少 吧,0,,,,非涉毒
能 长期 收 台币 的 或 台湾 比特 币 商人 有 的 私聊 我,0,,,,非涉毒
能 这样 烧 呀 牛皮,0,,,,非涉毒
能够 用 上 柠檬 我 就 快乐 了,1,柠檬,柠檬,柠檬,大麻类
能用 在 电子 菸 里面,0,,,,非涉毒
妮妮 的 水母 烟油 浓度 调 得 很 高 一 滴 就 够 味道 也 清新 很 顺,1,烟油,烟油,烟油,大麻类
妮妮 的 水母 烟油 浓度 调 得 很 高 一 滴 就 够 味道 也 清新 很 顺,1,水母,迷幻蘑菇,水母,致幻剂类
尼 不自量力 想要 指挥 世界,0,,,,非涉毒
尼 农场,0,,,,非涉毒
尼古丁 可以 强 到 一口 倒,0,,,,非涉毒
尼古丁 中毒 了 要,0,,,,非涉毒
尼拉 出肉 最近 新 到 的 批次 肉质 很 厚 效果 特别 持久 用 起来 超 值,1,肉,猪肉,肉,苯丙胺类兴奋剂
尼拉 小时 配送 猪肉 支持 货到付款 支持 现金支付 宝微信 付款 质量 不行 可 退款,0,,,,非涉毒
你 啊 怎么 还有 卖 这种 东西 的 是 美金 吧,0,,,,非涉毒
你 爱 飞行 了 好 嘛 啊,0,,,,非涉毒
你 把 这话 默写 二十遍,0,,,,非涉毒
你 才 是 中国 机长 嘞,0,,,,非涉毒
你 参考 我 没卖 就 只是 觉得 屌,0,,,,非涉毒
你 到 叶子 酒吧 嗨 一下,1,叶子,叶子,叶子,大麻类
你 的 菠萝快车 咋样 了,1,菠萝快车,菠萝快车,菠萝快车,大麻类
你 的 历史 课本 和 我们 的 好像 有点 出入 啊,0,,,,非涉毒
你 的 柠檬 可以 拿来 放生 吗,1,柠檬,柠檬,柠檬,大麻类
你 的 头像 是 耶和华 还是 穆罕默德,0,,,,非涉毒
你 的 想法 太 偏激 这个 社会 所有 生意 都 是 赚 信息 不 对称 的 钱 你 买 包烟 买个 饼 都 被 人 赚了钱 你 要 学着 正确看待,0,,,,非涉毒
你 的 用量 和 使用 目的,0,,,,非涉毒
你 的 种子 成功 发到 并且 发芽 也 成功 了,1,种子,种子,种子,大麻类
你 的 种子 这么 大,0,,,,非涉毒
你 对 当地 熟悉 可以 去 路边摊 他们 卖大绿 棒子,1,大绿,叶子,大绿,大麻类
你 乖乖 的 用 黑卡 自个 在家 抽逼事 都 没有,1,黑卡,黑卡,黑卡,管制麻精药品
你 还好 没 在 东南亚 生活,0,,,,非涉毒
你 喝 的 是 绿 的 掺 了 叶子 泡 的 茶 喝 下去 慢 但 持续 时间 超 长 特别 舒服,1,绿的,叶子,绿的,大麻类
你 很大 条 然后 发现 最近 接听电话 有 杂讯,0,,,,非涉毒
你 就 觉得 现在 搞 盗 刷 还 安全 吗 转 现金 出来 或是 买 实体 物品 那样,0,,,,非涉毒
你 就是 当代 中国 机长,0,,,,非涉毒
你 就要 注意 看 了,0,,,,非涉毒
你 觉得 会 有 饥荒 吗 未来 几年,0,,,,非涉毒
你 开船 把 我 接去 曼谷 吧 呜呜 呜,0,,,,非涉毒
你 可以 一辈子 混吃 等 死,0,,,,非涉毒
你 快 回来 我 一人 承受 不来 你 快 回来 生命 因 你 而 精彩,0,,,,非涉毒
你 老婆 一起 呼草 吗,1,草,草,草,大麻类
你 妈种 毒 给 你 吸 吧,0,,,,非涉毒
你 骂 习近平 马上 封号,0,,,,非涉毒
你 埋 的 是 黑色 还是 白色 的,1,黑色,猪肉,黑色,苯丙胺类兴奋剂
你 埋 的 是 黑色 还是 白色 的,1,白色,猪肉,白色,苯丙胺类兴奋剂
你 买 的 已经 到 了 吗,0,,,,非涉毒
你 卖 几十公斤 叶子 都 不 一定 见报 的,1,叶子,叶子,叶子,大麻类
你 能 猜 她 内心 个 大概 你 自然而然 就 不会 去 讲 雷人 雷语 跟 做 雷人 雷事 了,0,,,,非涉毒
你 岂 不 血亏,0,,,,非涉毒
你 千万 别说 出来 没人 想 知道,0,,,,非涉毒
你 确认 好 确认 满 顺变 到 时 回来 跟 这 兄弟 讲 一下,0,,,,非涉毒
你 燃料 是 上网 买 还是 本地 找,1,燃料,燃料,燃料,大麻类
你 甚至 可以 跟踪 他 等 他 忙 送 其他 快递 的 时候 直接 就 接近 电三轮 拿 了 就 走,0,,,,非涉毒
你 是 老 二次元 了,0,,,,非涉毒
你 是不是 想 让 我 低头,0,,,,非涉毒
你 是不是 也 贴 过 邮票,1,邮票,邮票,邮票,致幻剂类
你 属实 是个 狠人,0,,,,非涉毒
你 说 得出 并且 能够 证明 你 手上 的 现金 经手 的 前 几个 人 是 谁 吗,0,,,,非涉毒
你 说 的 那种 大人物 了 如果 是 大 贪官 那种 谁 都 不能 接近,0,,,,非涉毒
你 说 没有 很脏 都 黄成 这样 了 还 不脏 啊 泥 马 跟 你 说 也 白 说 买 个 那 啥 洗洗 呗 脏 了 直接 跟 垃圾堆 捡来 的 没什么 区别 本来 就是 黄黄的 一个 瓶 而且 看起来 也 不脏,0,,,,非涉毒
你 说话 我 觉得 你 还 没 成年,0,,,,非涉毒
你 跳 出来 扯淡 挺烦,0,,,,非涉毒
你 偷摸 着 自己 一个 人 心情 不好 一根,0,,,,非涉毒
你 玩 说唱 的 在 福州 不 知道 自由 种植 吗,0,,,,非涉毒
你 问 我 要 我 讲 做 个 尿检 再 还 你,0,,,,非涉毒
你 想 什么 呢 女朋友 喜欢 你 只是 因为 钱 吗 别 自大 了 女生 自己 也 可以 赚钱 不差 你 的 还是 先 整理 一下 自己 的 思想 和 灵魂 吧,0,,,,非涉毒
你 需要 补充 血清素 不 懂 补充 多巴胺,0,,,,非涉毒
你 也 可以 埋包 呀,0,,,,非涉毒
你 一个月 也 抽 不了 多少 啊,0,,,,非涉毒
你 一年 操 不少 逼 啊,0,,,,非涉毒
你 应该 去 谈 一场 恋爱,0,,,,非涉毒
你 有没有 卖 开心 水 啊,1,开心水,草,开心水,致幻剂类
你 咋 老 寻思 跑 路 呢,0,,,,非涉毒
你 在 群里 如果 爆 人家 那么 会 不会 也 在 人家 群里 爆 我们 呢 买个 东西 网购 而已 硬是 扯 这些 有 的 没 的 干嘛,0,,,,非涉毒
你 找 香草 天空 跟 他 徒弟 是 他们 对接 不好 卖个 燃料 都 不会,1,香草天空,叶子,香草天空,大麻类
你 找 香草 天空 跟 他 徒弟 是 他们 对接 不好 卖个 燃料 都 不会,1,燃料,燃料,燃料,大麻类
你 这 机长 当得 很 差劲,0,,,,非涉毒
你 这 是 哪里 的 叶子,1,叶子,叶子,叶子,大麻类
你 这 叶子 饼干 也 太强 了 吧,1,叶子,叶子,叶子,大麻类
你 这 叶子 饼干 也 太强 了 吧,1,饼干,饼干,饼干,致幻剂类
你 这个 名字 就 不是 个 简单 的 人,0,,,,非涉毒
你 这么 不识货,0,,,,非涉毒
你 这样 说 咱们 就 该 互相 骗 反正 别人 莫 议论,0,,,,非涉毒
你 知道,0,,,,非涉毒
你 抓来 缴 会费 哦,0,,,,非涉毒
你妈啊 傻逼 你 是不是 逮谁 咬谁,0,,,,非涉毒
你们 澳门 那边 管 这些 吗,0,,,,非涉毒
你们 不 懂 我 的 需求 如何 来 沟通 呢,0,,,,非涉毒
你们 的 代号 是 指 哪里,0,,,,非涉毒
你们 定义 的 成果 喜欢 加 在 别人 身上,0,,,,非涉毒
你们 都 是 贴 多少,0,,,,非涉毒
你们 都 是 怎么 配 的 交流 一下,0,,,,非涉毒
你们 卖家 平安 赚钱 我们 买家 可以 低价 抽草 是 最好 的,1,抽草,叶子,抽草,大麻类
你们 为什么 要 糟践 自己 的 胃 肝脏 消化道 排泄系统,0,,,,非涉毒
你们 在 电报 上 讲 政府 的 坏话 基本上 是 安全 的 啊,0,,,,非涉毒
你们 在 国外 有飞 吗,0,,,,非涉毒
你们 早上 都 不用 上班 吗,0,,,,非涉毒
你们 怎么 还有 燃料,1,燃料,燃料,燃料,大麻类
你们 这里 飞 的 人 多 吗 想 认识 长得帅 气 的 飞行员 小 哥哥 吗 联系 他 哈哈哈哈,0,,,,非涉毒
你们 知道 前 几年 有个 小伙子 交通 违规 被 拦下 后 说 自己 是 银河系 来 的 要 灭掉 地球 吗,0,,,,非涉毒
你们 只要 点燃 感受一下 着火点 就 知道 咯 名副其实 的 香浓 带 着 迷幻 让 您 流连忘返,1,迷幻,迷幻蘑菇,迷幻,致幻剂类
你们 住 一起 被 抓 还 会 找 周围 的 人,0,,,,非涉毒
年初 的 时候 不是 有个 菠萝快车,1,菠萝快车,菠萝快车,菠萝快车,大麻类
年纪 大 的 根本 不想 怎么 我 感觉 还 想 和 我 深入探讨 下,0,,,,非涉毒
年前 大理 的 野草 估计 能 拿到,1,野草,叶子,野草,大麻类
年前 的 价格 接近 进口 的 质量,0,,,,非涉毒
年前 一大 张 邮票 那种 剂量 超 大 一 次 用 半 张 就 够 撑 整个 假期 了,1,邮票,邮票,邮票,致幻剂类
年轻 的 都 是 月入 两三万 在 城市 供 了 两 套房 想要 脱离 城郊 环境 落户 城市 找 时候 上岸 洗白 自己 的,0,,,,非涉毒
年轻人 不行 也 就 只会 埋包 弄点 燃料 当 飞行员 罢了,1,燃料,燃料,燃料,大麻类
年轻人 不在 的话 估计 没 这么 多 事情,0,,,,非涉毒
年轻人 很 兴奋,0,,,,非涉毒
年轻人 跑前跑后 感觉 巴不得 直接 给 我定 个 大 毒枭 的 感觉,0,,,,非涉毒
念佛 在 里面 可以 变胖 出来,0,,,,非涉毒
尿检 板买 一个 啊,0,,,,非涉毒
尿检 多久 干净,0,,,,非涉毒
尿色 的 冰镇 液体 倒 杯子 里 咕咚咕咚 仰着 脖子 几口 灌下 夸张 的 来 个 饱嗝 然后 吃 一嘴 油 的 烧烤,0,,,,非涉毒
尿液 里 还 能 检测 出 大麻 四清 粉,1,四清粉,粉,四清粉,可卡因类
尿液 里 还 能 检测 出 大麻 四清 粉,1,大麻,大麻,大麻,大麻类
您 购买 单号 私发 我 我 核实 如果 少了 会 退款 给您 商家 钱 在我 这里 请 放心 耐心 等待,0,,,,非涉毒
宁波 海关 缉私 查获 了 建国以来 最大 一起 走私案件,0,,,,非涉毒
宁波 这个 事 现实 中 如果 存在 说明 滇 跟 宁波 两地 有 大宗 交易 本地 药物 市场 出现 了 消费 抬头,0,,,,非涉毒
柠檬 啊 老 品种 了 没 啥 意思,1,柠檬,柠檬,柠檬,大麻类
柠檬 比维 他 的 好 吗,1,柠檬,柠檬,柠檬,大麻类
柠檬 饼干 出 新品 带 价 私,1,柠檬,柠檬,柠檬,大麻类
柠檬 饼干 出 新品 带 价 私,1,饼干,饼干,饼干,致幻剂类
